Transaction_ID,Date,Item_ID,Outlet_ID,Customer_ID,Quantity,Sales,Rating
TXN0001881,06-12-2023,ITM0024,OUT034,CUS00044,5,2243.29,4.0
TXN0001514,21-02-2023,ITM0379,OUT021,CUS00523,12,2188.95,3.8
TXN0007035,18-07-2022,ITM0281,OUT011,CUS01409,20,4152.11,4.0
TXN0001996,08-03-2022,ITM0482,OUT002,CUS00900,3,308.79,3.4
TXN0005287,11-07-2019,ITM0298,OUT032,CUS01820,13,2453.18,1.5
TXN0007145,17-04-2018,ITM0419,OUT020,CUS00046,,2830.64,3.8
TXN0009520,30-08-2018,ITM0129,OUT033,CUS01140,18,541.92,1.9
TXN0003119,28-07-2023,ITM0198,OUT043,CUS00971,3,2918.90,4.8
TXN0008485,07-06-2019,ITM0234,OUT009,CUS00593,,4836.89,3.3
TXN0001920,,ITM0317,OUT001,CUS01235,,279.05,2.1
TXN0002717,15-10-2021,ITM0371,OUT022,CUS00090,4,3342.41,1.5
TXN0004335,28-02-2020,ITM0340,OUT012,CUS00964,17,263.42,4.9
TXN0001346,03-08-2018,ITM0365,OUT005,CUS00418,17,1140.52,
TXN0005681,,ITM0139,OUT050,CUS00734,1,2841.40,2.9
TXN0003080,27-12-2021,ITM0492,OUT040,CUS00860,18,2744.43,4.5
TXN0003258,30-06-2018,ITM0465,OUT034,CUS00949,16,1548.49,2.0
TXN0009884,10-12-2020,ITM0159,OUT038,CUS00953,12,3479.90,1.2
TXN0001928,19-04-2019,ITM0362,OUT033,CUS00005,10,2224.57,4.2
TXN0009092,,ITM0486,OUT047,CUS00895,12,3391.99,3.8
TXN0001198,09-12-2023,ITM0293,OUT003,CUS00453,20,1819.67,3.1
TXN0006739,29-10-2023,ITM0212,OUT048,CUS01259,,,2.6
TXN0006450,03-06-2022,ITM0007,OUT030,CUS01457,7,3576.22,2.8
TXN0010414,18-06-2019,ITM0076,OUT031,CUS00482,16,3800.16,3.8
TXN0007173,15-07-2020,ITM0042,OUT043,CUS00414,19,3535.41,4.4
TXN0007874,10-07-2023,ITM0237,OUT035,CUS01450,10,382.33,1.9
TXN0005451,09-01-2023,ITM0007,OUT003,CUS00733,15,4352.18,2.4
TXN0006521,14-12-2020,ITM0403,OUT015,CUS00623,14,348.60,2.2
TXN0001606,14-03-2020,ITM0445,OUT034,CUS01140,14,1284.58,4.5
TXN0001642,20-08-2022,ITM0194,OUT020,CUS00732,12,2498.37,4.4
TXN0001776,17-03-2019,ITM0132,OUT002,CUS01437,20,1608.16,4.3
TXN0002360,17-04-2019,ITM0101,OUT023,CUS01243,10,1136.97,2.7
TXN0009457,09-07-2019,ITM0188,OUT042,CUS00238,4,3170.49,5.0
TXN0010034,18-01-2023,ITM0438,OUT042,CUS01288,17,1627.01,
TXN0002300,19-05-2019,ITM0265,OUT027,CUS01999,3,4639.98,2.1
TXN0000229,11-06-2022,ITM0175,OUT004,CUS01249,19,691.39,3.5
TXN0005347,04-12-2022,ITM0135,OUT037,CUS01749,11,,2.4
TXN0003003,23-01-2021,ITM0334,OUT028,CUS00477,5,4156.03,4.9
TXN0001720,01-11-2022,ITM0387,OUT035,CUS01949,13,2379.47,1.0
TXN0000426,12-09-2019,ITM0220,OUT039,CUS01931,4,287.50,1.1
TXN0007876,07-07-2018,ITM0386,OUT029,CUS01902,20,1072.01,2.3
TXN0006802,03-12-2022,ITM0105,OUT006,CUS00581,14,4079.01,3.8
TXN0008806,18-02-2019,ITM0340,OUT050,CUS00608,10,1563.59,3.7
TXN0001805,11-04-2023,ITM0436,OUT009,CUS01831,,4176.79,1.6
TXN0005543,24-01-2019,ITM0230,OUT020,CUS01196,13,696.66,2.4
TXN0000477,18-09-2022,ITM0126,OUT046,CUS00830,7,697.22,2.7
TXN0002921,08-09-2021,ITM0340,OUT009,CUS00593,4,630.37,2.3
TXN0003661,17-03-2018,ITM0137,OUT020,CUS00001,14,4368.59,3.4
TXN0008429,14-04-2019,ITM0302,OUT039,CUS01780,4,3107.42,3.4
TXN0000953,02-09-2019,ITM0499,OUT026,CUS01345,4,2433.11,3.2
TXN0003158,10-03-2022,ITM0182,OUT045,CUS01698,1,1243.71,4.4
TXN0010445,04-03-2021,ITM0401,OUT044,CUS01735,17,2548.35,4.9
TXN0008424,29-05-2019,ITM0413,OUT018,CUS01117,20,4872.64,2.2
TXN0001213,18-12-2022,ITM0258,OUT016,CUS00912,9,2716.18,1.4
TXN0004798,01-09-2020,ITM0154,OUT024,CUS00786,14,245.50,4.1
TXN0007992,14-08-2023,ITM0466,OUT008,CUS00188,8,3572.71,1.0
TXN0003194,21-04-2018,ITM0054,OUT029,CUS01278,13,3280.85,1.2
TXN0003019,30-05-2022,ITM0436,OUT020,CUS01021,15,3025.79,2.0
TXN0009765,14-03-2019,ITM0212,OUT027,CUS00138,18,2475.92,4.2
TXN0007368,06-12-2018,ITM0137,OUT012,CUS01193,2,1302.97,3.5
TXN0003923,09-06-2019,ITM0432,OUT007,CUS00001,17,4008.27,3.4
TXN0008473,14-07-2020,ITM0212,OUT045,CUS00312,4,1061.80,4.3
TXN0003189,23-12-2020,ITM0062,OUT042,CUS01187,16,4826.98,3.7
TXN0005223,30-03-2021,ITM0055,OUT044,CUS00673,16,3657.23,3.1
TXN0008427,05-06-2020,ITM0159,OUT033,CUS00631,4,4521.46,4.6
TXN0005353,01-01-2021,ITM0231,OUT048,CUS01819,1,3551.72,3.5
TXN0000558,23-02-2022,ITM0243,OUT024,CUS00449,8,3939.80,4.7
TXN0000723,25-02-2023,ITM0259,OUT007,CUS00092,3,3400.31,3.9
TXN0008954,10-09-2023,ITM0076,OUT047,CUS00143,12,25.01,1.7
TXN0000825,31-08-2020,ITM0012,OUT006,CUS00201,7,379.60,1.5
TXN0009762,16-03-2018,ITM0140,OUT031,CUS01005,10,2560.99,2.2
TXN0002174,11-03-2023,ITM0129,OUT045,CUS00297,4,1604.89,4.9
TXN0005085,,ITM0369,OUT016,CUS00023,6,2175.11,3.9
TXN0000932,22-03-2019,ITM0252,OUT022,CUS00863,19,4721.67,1.7
TXN0005376,14-03-2021,ITM0127,OUT041,CUS01533,14,4160.43,1.8
TXN0007821,22-03-2021,ITM0209,OUT011,CUS01575,14,1439.81,2.0
TXN0004989,03-07-2019,ITM0449,OUT030,CUS00583,7,658.40,
TXN0009893,,ITM0197,OUT033,CUS01472,2,1891.77,4.4
TXN0010313,27-09-2022,ITM0312,OUT043,CUS01742,10,1911.93,4.3
TXN0003802,08-09-2023,ITM0475,OUT039,CUS01158,12,4232.32,1.4
TXN0006987,14-12-2020,ITM0386,OUT004,CUS00061,6,4644.39,3.7
TXN0006798,27-07-2023,ITM0327,OUT014,CUS01007,13,1617.98,4.4
TXN0004025,26-08-2022,ITM0226,OUT004,CUS00138,2,4408.53,1.2
TXN0009235,06-07-2021,ITM0451,OUT046,CUS00663,3,4634.87,4.6
TXN0000384,13-10-2021,ITM0165,OUT050,CUS01209,,3132.85,1.7
TXN0008194,24-12-2020,ITM0021,OUT025,CUS00645,10,2179.50,3.1
TXN0002364,21-08-2020,ITM0069,OUT030,CUS00973,3,4703.87,4.9
TXN0006690,24-10-2020,ITM0369,OUT028,CUS01224,8,222.80,2.9
TXN0006911,16-12-2019,ITM0472,OUT024,CUS00048,12,740.51,1.6
TXN0000035,12-01-2019,ITM0431,OUT015,CUS00578,1,378.39,2.2
TXN0000528,13-05-2021,ITM0324,OUT037,CUS00731,18,1465.27,2.6
TXN0009246,30-10-2018,ITM0476,OUT005,CUS01791,17,4424.13,4.3
TXN0002948,28-11-2020,ITM0383,OUT009,CUS00234,10,502.62,1.9
TXN0001306,30-12-2020,ITM0272,OUT047,CUS00551,17,,4.0
TXN0008189,27-02-2023,ITM0029,OUT037,CUS01322,5,3460.90,3.7
TXN0003308,07-09-2018,ITM0305,OUT033,CUS01003,4,3072.64,3.6
TXN0009855,30-10-2023,ITM0336,OUT033,CUS00573,3,2927.41,3.5
TXN0001349,15-12-2021,ITM0328,OUT017,CUS01927,20,1693.25,3.5
TXN0009670,31-01-2019,ITM0417,OUT009,CUS01308,18,571.32,
TXN0006276,27-02-2019,ITM0341,OUT008,CUS01900,8,3897.63,3.1
TXN0004029,12-01-2022,ITM0266,OUT018,CUS00117,17,2753.78,2.7
TXN0004421,29-07-2022,ITM0282,OUT020,CUS00452,5,95.49,4.2
TXN0009096,19-02-2023,ITM0400,OUT040,CUS00213,18,2807.38,4.2
TXN0002560,17-06-2023,ITM0293,OUT050,CUS01313,1,1326.56,1.8
TXN0007335,11-06-2023,ITM0143,OUT004,CUS01839,5,3900.74,4.5
TXN0000849,09-02-2021,ITM0142,OUT040,CUS01109,6,1501.69,2.4
TXN0003093,05-12-2023,ITM0147,OUT031,CUS01769,18,161.30,1.5
TXN0000254,06-05-2019,ITM0107,OUT038,CUS01032,17,3946.29,
TXN0008783,13-07-2022,ITM0199,OUT027,CUS00439,8,4716.80,2.5
TXN0007020,12-02-2019,ITM0196,OUT008,CUS00676,12,53.00,4.0
TXN0008657,22-11-2019,ITM0230,OUT036,CUS00171,4,1348.92,2.6
TXN0008326,23-05-2021,ITM0165,OUT008,CUS01370,4,4120.27,3.7
TXN0008495,23-08-2023,ITM0225,OUT017,CUS01705,16,4431.96,
TXN0005841,26-02-2022,ITM0086,OUT030,CUS01440,15,4259.36,4.2
TXN0008172,02-06-2020,ITM0089,OUT015,CUS00078,14,261.95,3.6
TXN0004613,27-06-2020,ITM0423,OUT019,CUS01315,3,2513.56,1.6
TXN0010068,06-04-2020,ITM0334,OUT044,CUS01743,4,997.43,2.4
TXN0000529,04-12-2018,ITM0002,OUT022,CUS00027,6,4608.67,4.7
TXN0007498,10-06-2023,ITM0115,OUT025,CUS00591,14,3263.39,3.0
TXN0007669,11-12-2019,ITM0185,OUT039,CUS01678,16,858.77,1.2
TXN0001546,15-09-2021,ITM0426,OUT009,CUS01235,20,2526.19,1.9
TXN0008090,25-11-2022,ITM0055,OUT034,CUS00589,13,1267.00,4.1
TXN0009156,19-01-2019,ITM0144,OUT039,CUS00947,20,2500.07,4.4
TXN0002771,06-09-2019,ITM0480,OUT022,CUS01039,13,3720.99,4.1
TXN0001924,05-04-2019,ITM0395,OUT024,CUS00598,8,1490.61,3.7
TXN0000994,05-02-2023,ITM0368,OUT047,CUS00312,7,1090.12,3.8
TXN0002416,15-05-2022,ITM0431,OUT013,CUS01859,,,3.0
TXN0005972,01-10-2021,ITM0328,OUT008,CUS01283,17,2989.22,1.4
TXN0002251,03-09-2020,ITM0253,OUT020,CUS01225,1,1229.31,3.1
TXN0008074,20-04-2021,ITM0435,OUT023,CUS00059,20,2502.63,4.2
TXN0005567,13-07-2018,ITM0277,OUT004,CUS00619,13,743.78,3.6
TXN0002274,13-12-2018,ITM0169,OUT030,CUS00681,12,1473.83,4.3
TXN0001080,30-03-2023,ITM0500,OUT036,CUS01186,12,3247.83,2.1
TXN0004179,27-04-2020,ITM0100,OUT042,CUS00439,,2579.64,2.3
TXN0003955,19-04-2022,ITM0414,OUT028,CUS01885,12,4061.80,2.0
TXN0008879,03-07-2020,ITM0423,OUT017,CUS01425,16,3024.10,3.9
TXN0004293,10-01-2023,ITM0040,OUT043,CUS00103,2,189.10,4.2
TXN0007185,18-06-2022,ITM0138,OUT047,CUS01822,8,2000.32,2.0
TXN0000867,17-07-2020,ITM0394,OUT005,CUS01948,9,2166.74,3.8
TXN0005158,23-03-2020,ITM0351,OUT029,CUS00310,7,2652.29,3.5
TXN0001470,04-12-2019,ITM0341,OUT033,CUS00181,19,,
TXN0005121,10-09-2022,ITM0003,OUT023,CUS00741,12,721.13,1.6
TXN0008733,18-04-2021,ITM0086,OUT044,CUS01472,2,2160.23,4.7
TXN0001375,27-04-2021,ITM0240,OUT002,CUS01360,16,4641.10,2.3
TXN0006177,25-05-2022,ITM0085,OUT004,CUS01915,3,1375.08,1.1
TXN0001595,,ITM0325,OUT020,CUS01113,3,826.00,2.8
TXN0007358,26-10-2019,ITM0074,OUT011,CUS00525,3,1185.92,4.2
TXN0000748,31-05-2018,ITM0183,OUT048,CUS00606,12,,1.2
TXN0003972,21-12-2018,ITM0271,OUT025,CUS00437,18,326.95,4.3
TXN0008295,15-09-2023,ITM0125,OUT050,CUS01454,10,1662.71,2.5
TXN0000519,15-05-2018,ITM0141,OUT046,CUS01684,9,1793.81,3.4
TXN0001318,06-03-2019,ITM0071,OUT028,CUS01909,9,1879.99,4.4
TXN0003531,08-07-2022,ITM0367,OUT040,CUS01148,8,1673.16,1.4
TXN0007199,21-08-2021,ITM0402,OUT008,CUS01922,11,3387.46,
TXN0003868,22-11-2018,ITM0320,OUT016,CUS01619,7,660.86,1.6
TXN0009243,12-02-2018,ITM0247,OUT018,CUS01436,15,1340.57,3.6
TXN0000967,07-04-2021,ITM0366,OUT018,CUS00218,15,1124.77,
TXN0000135,26-04-2018,ITM0181,OUT016,CUS01722,7,2307.31,3.1
TXN0008124,14-08-2023,ITM0233,OUT008,CUS00560,18,3807.68,2.2
TXN0007540,28-04-2021,ITM0049,OUT013,CUS01676,18,2906.63,2.7
TXN0000690,13-05-2020,ITM0328,OUT013,CUS00041,5,4105.99,
TXN0008455,06-02-2021,ITM0453,OUT015,CUS00709,,3053.09,2.7
TXN0007609,13-06-2022,ITM0048,OUT029,CUS01308,9,4150.71,4.7
TXN0007155,22-11-2023,ITM0296,OUT011,CUS00916,,2207.88,4.8
TXN0002626,17-01-2022,ITM0212,OUT038,CUS00907,13,1782.42,4.8
TXN0003934,17-04-2020,ITM0194,OUT023,CUS00844,15,3053.41,1.5
TXN0002533,11-09-2019,ITM0021,OUT007,CUS00756,1,3619.24,4.3
TXN0008801,11-03-2022,ITM0385,OUT047,CUS00434,20,4042.64,1.5
TXN0001320,21-11-2018,ITM0373,OUT040,CUS00673,10,1689.35,4.7
TXN0007773,24-01-2019,ITM0272,OUT001,CUS01465,8,110.46,1.2
TXN0003163,03-11-2021,ITM0004,OUT018,CUS00529,15,4996.05,4.3
TXN0010430,07-07-2022,ITM0265,OUT028,CUS01571,16,4437.00,1.4
TXN0006158,02-05-2023,ITM0365,OUT038,CUS00431,4,1791.64,4.4
TXN0003533,24-02-2020,ITM0091,OUT033,CUS01025,12,3561.13,1.0
TXN0001687,13-03-2018,ITM0216,OUT031,CUS00002,15,1004.71,3.0
TXN0005102,14-03-2018,ITM0164,OUT030,CUS01101,15,4314.20,2.4
TXN0000794,,ITM0491,OUT003,CUS00533,,4708.02,4.7
TXN0008398,17-01-2021,ITM0084,OUT003,CUS01037,7,2590.05,4.1
TXN0001385,12-03-2022,ITM0275,OUT016,CUS00764,13,4317.95,4.8
TXN0001285,22-04-2020,ITM0261,OUT036,CUS01409,18,3130.50,4.9
TXN0001474,11-12-2021,ITM0454,OUT017,CUS00050,15,4517.03,1.1
TXN0010333,20-03-2022,ITM0139,OUT028,CUS01008,17,2885.91,2.0
TXN0002672,25-04-2021,ITM0361,OUT011,CUS00483,18,,3.3
TXN0006127,29-07-2021,ITM0463,OUT003,CUS01080,,2253.95,2.4
TXN0007863,22-03-2020,ITM0095,OUT017,CUS00667,19,1511.26,4.6
TXN0005449,22-08-2018,ITM0343,OUT001,CUS01914,1,4536.27,2.0
TXN0005855,13-04-2023,ITM0377,OUT049,CUS01955,20,2554.39,4.3
TXN0008523,26-12-2020,ITM0300,OUT023,CUS00257,20,4648.59,2.7
TXN0006757,24-08-2021,ITM0043,OUT049,CUS00246,17,2015.74,2.0
TXN0001790,,ITM0264,OUT035,CUS01652,19,558.73,3.9
TXN0006509,26-11-2023,ITM0187,OUT020,CUS00580,2,1443.05,
TXN0007266,21-01-2022,ITM0405,OUT016,CUS01102,15,72.71,3.7
TXN0010494,06-07-2023,ITM0412,OUT028,CUS00742,10,102.55,4.2
TXN0002287,18-08-2021,ITM0239,OUT018,CUS00382,15,2924.59,1.2
TXN0009126,25-09-2019,ITM0435,OUT009,CUS00752,13,1347.73,2.8
TXN0007285,29-01-2022,ITM0345,OUT020,CUS01459,,4593.86,2.7
TXN0007570,,ITM0498,OUT019,CUS01625,6,2557.85,2.9
TXN0000612,09-05-2020,ITM0498,OUT014,CUS00249,8,2379.45,4.9
TXN0007336,19-06-2019,ITM0055,OUT036,CUS00151,20,1141.40,1.2
TXN0004060,23-08-2023,ITM0091,OUT028,CUS00640,20,3510.26,1.8
TXN0009692,26-08-2022,ITM0226,OUT047,CUS01876,8,2716.43,3.3
TXN0003610,30-12-2019,ITM0100,OUT027,CUS01192,17,1902.61,3.3
TXN0007750,20-08-2022,ITM0462,OUT038,CUS00238,5,2415.93,3.9
TXN0000277,,ITM0081,OUT008,CUS00459,19,4898.44,2.1
TXN0001331,07-02-2020,ITM0476,OUT043,CUS00991,14,4791.51,3.7
TXN0007379,22-04-2021,ITM0016,OUT044,CUS01061,16,1810.10,1.3
TXN0002664,23-06-2018,ITM0321,OUT035,CUS00327,3,4786.02,3.9
TXN0005001,01-02-2022,ITM0426,OUT024,CUS01764,1,3712.60,4.2
TXN0001235,26-07-2022,ITM0412,OUT050,CUS01131,8,4200.78,3.4
TXN0002926,28-05-2023,ITM0299,OUT045,CUS01335,12,3215.34,1.4
TXN0003911,20-06-2018,ITM0009,OUT032,CUS01350,19,3575.74,3.1
TXN0004167,19-03-2022,ITM0220,OUT037,CUS00323,14,4606.21,3.3
TXN0002925,22-10-2023,ITM0317,OUT001,CUS00998,4,1357.94,1.3
TXN0001482,,ITM0373,OUT025,CUS00689,12,2313.73,4.1
TXN0009289,25-09-2023,ITM0430,OUT037,CUS00413,19,1519.16,2.6
TXN0000837,23-07-2022,ITM0207,OUT029,CUS01085,20,1784.41,3.6
TXN0004333,01-03-2020,ITM0426,OUT023,CUS01948,12,839.31,3.9
TXN0010097,19-05-2021,ITM0103,OUT017,CUS01646,1,4861.83,2.7
TXN0002977,27-04-2019,ITM0255,OUT006,CUS00425,13,1241.35,1.8
TXN0008151,05-10-2018,ITM0250,OUT031,CUS01444,4,431.70,1.2
TXN0002450,24-08-2022,ITM0351,OUT014,CUS00154,1,1452.92,
TXN0000547,16-09-2021,ITM0421,OUT038,CUS01345,7,3807.32,
TXN0008416,14-02-2020,ITM0211,OUT042,CUS00527,2,4128.70,2.5
TXN0009261,03-06-2018,ITM0136,OUT002,CUS01978,11,2047.55,1.3
TXN0005081,25-12-2021,ITM0298,OUT006,CUS00650,10,4612.84,
TXN0007090,03-05-2018,ITM0313,OUT033,CUS00571,12,4954.76,4.6
TXN0000984,15-07-2022,ITM0120,OUT005,CUS01440,,4817.72,1.7
TXN0001937,29-06-2018,ITM0477,OUT040,CUS01735,16,1842.37,1.5
TXN0001364,09-04-2020,ITM0471,OUT015,CUS00035,12,4052.86,1.8
TXN0007396,05-04-2022,ITM0086,OUT040,CUS00299,17,2458.96,3.8
TXN0003982,19-05-2018,ITM0373,OUT021,CUS00830,6,4208.99,4.4
TXN0004291,22-05-2023,ITM0218,OUT019,CUS00184,2,2100.37,3.2
TXN0009876,11-08-2020,ITM0379,OUT035,CUS00114,11,525.64,1.9
TXN0006538,05-03-2020,ITM0163,OUT042,CUS00424,16,3158.40,1.5
TXN0000040,,ITM0041,OUT036,CUS01751,1,2278.22,4.3
TXN0001359,03-04-2020,ITM0313,OUT009,CUS00909,10,4117.30,
TXN0004328,24-05-2023,ITM0426,OUT003,CUS00416,14,4447.92,2.6
TXN0001945,23-07-2021,ITM0492,OUT010,CUS01745,10,1460.94,3.8
TXN0005311,05-05-2023,ITM0323,OUT047,CUS01577,15,3183.72,2.9
TXN0008703,05-01-2021,ITM0236,OUT029,CUS00505,10,3303.42,2.6
TXN0000803,01-03-2021,ITM0247,OUT042,CUS00463,12,524.53,1.7
TXN0002073,09-05-2019,ITM0066,OUT002,CUS01983,1,4387.43,2.4
TXN0003680,27-06-2021,ITM0139,OUT043,CUS00558,20,4768.65,1.0
TXN0003499,23-10-2022,ITM0263,OUT049,CUS01728,6,2076.26,1.4
TXN0010395,23-11-2021,ITM0475,OUT009,CUS01493,5,398.22,4.7
TXN0001668,,ITM0153,OUT001,CUS01717,2,1964.05,3.1
TXN0000074,05-02-2020,ITM0036,OUT001,CUS01510,2,3310.84,4.2
TXN0002706,24-04-2023,ITM0438,OUT046,CUS01395,3,4454.09,3.1
TXN0008368,24-01-2019,ITM0366,OUT002,CUS01101,13,915.96,3.3
TXN0004129,07-09-2019,ITM0110,OUT020,CUS01397,9,3296.02,4.6
TXN0009639,13-11-2020,ITM0279,OUT016,CUS00955,7,3446.26,4.3
TXN0002883,13-11-2021,ITM0196,OUT019,CUS01267,19,3606.97,2.1
TXN0007796,11-12-2020,ITM0411,OUT029,CUS00484,18,4940.13,4.4
TXN0003257,11-12-2020,ITM0452,OUT019,CUS01139,15,2544.01,1.1
TXN0008843,16-11-2019,ITM0130,OUT045,CUS00418,6,3961.14,4.5
TXN0008128,09-11-2023,ITM0195,OUT029,CUS01694,13,4553.55,1.4
TXN0000367,12-09-2023,ITM0400,OUT041,CUS01792,11,1337.97,1.7
TXN0005251,28-05-2018,ITM0120,OUT009,CUS00173,14,2294.49,3.6
TXN0009219,16-03-2023,ITM0081,OUT021,CUS01111,17,2884.31,3.7
TXN0007854,26-02-2023,ITM0180,OUT041,CUS00801,8,1106.25,3.2
TXN0006406,06-10-2018,ITM0132,OUT037,CUS01236,16,1178.33,4.9
TXN0007318,04-12-2022,ITM0157,OUT037,CUS01387,2,1155.89,1.0
TXN0007060,06-05-2020,ITM0047,OUT005,CUS00637,8,3424.04,2.1
TXN0001098,12-01-2020,ITM0278,OUT034,CUS00945,16,2124.88,3.0
TXN0000041,18-02-2022,ITM0250,OUT030,CUS00596,3,4673.28,3.0
TXN0009152,,ITM0360,OUT035,CUS01456,2,3336.53,1.9
TXN0000285,21-02-2022,ITM0097,OUT041,CUS00533,1,3474.57,4.9
TXN0005610,29-05-2021,ITM0046,OUT015,CUS00076,14,758.67,1.9
TXN0003386,02-12-2023,ITM0005,OUT006,CUS01494,6,3044.79,2.8
TXN0007942,06-01-2022,ITM0468,OUT047,CUS01165,5,4646.51,3.2
TXN0002546,26-03-2020,ITM0394,OUT026,CUS01020,15,2838.36,4.1
TXN0007014,03-06-2021,ITM0445,OUT006,CUS00091,20,3776.35,1.4
TXN0001283,16-09-2023,ITM0241,OUT007,CUS01362,12,3994.21,4.6
TXN0000146,21-01-2023,ITM0337,OUT045,CUS01150,6,1432.59,2.1
TXN0009391,24-03-2021,ITM0182,OUT001,CUS00279,12,3020.84,1.4
TXN0009795,29-11-2019,ITM0463,OUT011,CUS01208,10,2743.05,3.5
TXN0004985,,ITM0076,OUT039,CUS01035,10,4949.59,4.9
TXN0001755,12-08-2020,ITM0106,OUT026,CUS01109,19,3051.90,4.1
TXN0007632,05-04-2020,ITM0066,OUT030,CUS01230,16,3579.48,4.5
TXN0003812,08-05-2023,ITM0065,OUT005,CUS01794,12,3976.58,3.6
TXN0002919,23-07-2023,ITM0078,OUT037,CUS01288,14,1529.02,1.1
TXN0008033,02-01-2021,ITM0310,OUT039,CUS01907,6,3582.42,4.6
TXN0007666,20-03-2021,ITM0198,OUT023,CUS01145,1,3804.74,2.5
TXN0003986,16-08-2018,ITM0136,OUT015,CUS01320,11,,1.2
TXN0010094,18-04-2020,ITM0028,OUT007,CUS00871,12,4379.30,3.2
TXN0000614,16-05-2020,ITM0095,OUT046,CUS01192,11,1874.62,
TXN0007711,17-10-2023,ITM0269,OUT045,CUS00934,12,3528.82,4.2
TXN0005517,27-09-2018,ITM0301,OUT044,CUS00718,15,4325.94,3.6
TXN0004066,22-01-2021,ITM0041,OUT005,CUS01245,15,1669.60,
TXN0004644,10-04-2023,ITM0395,OUT019,CUS00392,4,4822.82,1.8
TXN0005848,26-10-2023,ITM0420,OUT049,CUS01072,1,3405.14,
TXN0007355,14-08-2023,ITM0342,OUT049,CUS00364,19,1372.10,4.2
TXN0000156,25-04-2018,ITM0196,OUT049,CUS01194,2,173.02,3.8
TXN0005829,27-04-2023,ITM0286,OUT040,CUS00321,8,1004.15,3.6
TXN0007095,30-05-2022,ITM0431,OUT047,CUS00571,,1255.23,1.2
TXN0003413,03-12-2020,ITM0093,OUT028,CUS00989,9,4420.38,2.1
TXN0009551,11-01-2018,ITM0082,OUT008,CUS00894,20,,1.2
TXN0010205,21-05-2020,ITM0145,OUT021,CUS01927,13,1410.86,3.4
TXN0007075,12-02-2021,ITM0255,OUT004,CUS00060,6,2947.33,1.9
TXN0000203,17-02-2023,ITM0142,OUT005,CUS01953,17,1541.90,3.7
TXN0002326,19-06-2020,ITM0055,OUT044,CUS01846,,1739.37,5.0
TXN0006966,01-06-2019,ITM0281,OUT016,CUS00352,17,1079.24,1.2
TXN0005582,12-03-2021,ITM0456,OUT003,CUS01787,,1292.05,3.4
TXN0005296,22-07-2018,ITM0464,OUT049,CUS00355,9,4635.38,2.9
TXN0000980,19-01-2023,ITM0198,OUT030,CUS00205,10,202.38,
TXN0005039,20-09-2022,ITM0289,OUT048,CUS01501,19,,3.7
TXN0003142,18-11-2018,ITM0054,OUT036,CUS01194,,4551.18,4.9
TXN0008046,23-01-2019,ITM0405,OUT001,CUS01022,20,3067.63,4.3
TXN0005658,05-11-2018,ITM0350,OUT021,CUS01449,,3875.86,2.2
TXN0000870,07-10-2018,ITM0065,OUT044,CUS00264,7,716.04,2.7
TXN0007826,01-02-2020,ITM0103,OUT024,CUS01901,18,3161.25,3.5
TXN0003888,08-04-2021,ITM0311,OUT046,CUS00718,16,1536.48,2.1
TXN0000209,26-08-2020,ITM0348,OUT023,CUS01475,13,82.70,
TXN0009180,07-10-2019,ITM0371,OUT024,CUS00837,2,2360.88,1.1
TXN0003149,23-09-2018,ITM0180,OUT048,CUS01551,3,3428.53,3.3
TXN0006840,10-09-2021,ITM0293,OUT046,CUS00791,12,1046.83,3.8
TXN0008699,17-01-2022,ITM0448,OUT038,CUS01463,11,1418.43,4.0
TXN0005099,12-01-2020,ITM0420,OUT008,CUS01168,9,2143.09,3.1
TXN0009658,20-10-2020,ITM0027,OUT014,CUS01826,8,1942.30,2.7
TXN0009293,08-07-2021,ITM0020,OUT048,CUS00396,12,1902.20,4.3
TXN0001649,13-11-2021,ITM0233,OUT030,CUS01574,4,,4.1
TXN0007887,06-11-2023,ITM0105,OUT017,CUS01628,2,4762.12,4.6
TXN0006888,18-05-2022,ITM0079,OUT036,CUS00942,,4902.48,2.6
TXN0008621,09-02-2019,ITM0303,OUT002,CUS00163,8,670.46,2.7
TXN0006117,31-05-2023,ITM0403,OUT037,CUS00790,18,,
TXN0006514,06-07-2023,ITM0068,OUT035,CUS01416,10,4621.72,4.5
TXN0007160,24-12-2020,ITM0481,OUT049,CUS00187,17,1331.31,4.6
TXN0005748,23-09-2019,ITM0330,OUT043,CUS01244,12,,3.9
TXN0003184,21-12-2018,ITM0476,OUT008,CUS01349,9,1870.54,3.6
TXN0000286,13-04-2020,ITM0306,OUT017,CUS00581,19,1626.47,2.8
TXN0007575,20-08-2020,ITM0122,OUT026,CUS00283,10,4043.56,4.2
TXN0002044,04-12-2020,ITM0374,OUT049,CUS01008,11,3788.04,3.8
TXN0000375,13-06-2020,ITM0139,OUT028,CUS00185,15,3546.47,3.3
TXN0003310,09-01-2018,ITM0242,OUT035,CUS00485,4,4571.24,
TXN0007732,26-02-2019,ITM0398,OUT009,CUS00022,14,283.12,4.0
TXN0003948,23-01-2020,ITM0448,OUT019,CUS00319,15,4199.92,2.3
TXN0000763,23-08-2021,ITM0342,OUT050,CUS00145,1,4950.69,4.6
TXN0001087,30-07-2020,ITM0195,OUT035,CUS00236,13,4343.31,3.3
TXN0003604,05-04-2023,ITM0405,OUT041,CUS00465,6,3219.47,1.3
